ProductoID,ProductoNombre,ProductoPrecio,ProductoStock,UnidaMedidaID,ProductoStatus
TABLETSAMSM-T220NZAAMXO,TABLET SAMSUNG GALAXY TAB A SM-T220 8.7 3GB 32GB ANDROID GRIS,2604,27,Pza,VERDADERO
TABLETSAMSM-T220NZSAMXO,TABLET SAMSUNG GALAXY TAB A SM-T220 8.7 3GB 32GB ANDROID PLATA,2713,100,Pza,VERDADERO
TABLETSAMSM-T225NZAAMXO,TABLET SAMSUNG GALAXY TAB A7 LITE LTE 8.7 IN W IFI GRAY 3GB 32GB,5481,8,Pza,VERDADERO
TABLETSAMSM-X200NZALMXO,TABLET SAMSUNG GALAXY TAB A8 SM-X200 10.5 OC 3GB 32GB ANDROID GRIS OSCURO,4440,92,Pza,VERDADERO
TABLETSAMSM-X200NZSLMXO,TABLET SAMSUNG GALAXY TAB A8 SM-X200 10.5 OC 3GB 32GB ANDROID PLATA,4440,100,Pza,VERDADERO
CDGRTGRP2604P,"TELEFONO IP GRANDSTREAM GRADO OPERADOR 3 LINEAS SIP CON 6 CUENTAS, 10 BOTONES BLF, PUERTO GIGABIT POE,CODEC OPUS",75,1,Pza,VERDADERO
CDGRTGXP-1610,TELEFONO IP GRANDSTREAM SMB DE 2 LINEAS -1 CUENTA SIP CON 3 TECLAS DE FUNCION PROGRAMABLES Y CONFERENCIA DE 3 VIAS 5VCC,43,5,Pza,VERDADERO
CIBRBT5001C,TINTA BROTHER BT5001C CYAN BOTE INKJET T300/T500/T700/T800 RENDIMIENTO ULTRA (5 000 PAG),160,88,Pza,VERDADERO
CIBRBT5001M,TINTA BROTHER BT5001M MAGENTA BOTE INKJET T300/T500/T700/T800 RENDIMIENTO ULTRA (5 000 PAG),160,96,Pza,VERDADERO
CIBRBT5001Y,TINTA BROTHER BT5001Y AMARILLO BOTE INKJET T300/T500R/T700/T800 RENDIMIENTO ULTRA (5 000 PAG),160,81,Pza,VERDADERO
CIBRBT6001BK,TINTA BROTHER BT6001BK NEGRO BOTE INKJET T300/T500/T700/T800 RENDIMIENTO ULTRA (6 000 PAGINAS ),160,13,Pza,VERDADERO
CIBRBTD60BK,TINTA BROTHER BTD60BK NEGRO BOTE BASE AGUA INKJET T310/T510/T710/T910/T810 (6 500 PAG),165,100,Pza,VERDADERO
CIBRDK1201,ETIQUETA BROTHER PRE CORTADA ROTULADOR QL-500 QL-700 QL-720NW 29MMX90.3MM,238,52,Pza,VERDADERO
CIBRDK1209,ETIQUETA BROTHER DK1209 PRECORTADA 1-1/7 X 2-3/7 (800 ET),582,55,Pza,VERDADERO
CIBRDK2205,CINTA BROTHER PARA ETIQUETA DK2205 62MM 30.48MM QL550,544,37,Pza,VERDADERO
CIBRLC103BK,TINTA BROTHER LC103BK NEGRO MFCJ6720DW/MFCJ6920DW/MFCJ4510DW/MFCJ4710DW XL (600 PAG),526,7,Pza,VERDADERO
CIBRLC103C,TINTA BROTHER LC103C CYAN MFCJ6720DW/MFCJ6920DW/MFCJ4510DW/MFCJ4710DW XL (600 PAG),335,4,Pza,VERDADERO
CIBRLC103M,TINTA BROTHER LC103M MAGENTA MFCJ6720DW/MFCJ6920DW/MFCJ4510DW/MFCJ4710DW XL (600 PAG),323,5,Pza,VERDADERO
CIBRLC103Y,TINTA BROTHER LC103A AMARILLO MFCJ6720DW/MFCJ6920DW/MFCJ4510DW/MFCJ4710DW XL (600 PAG),324,3,Pza,VERDADERO
CIBRLC107BK,TINTA BROTHER LC107BK NEGRO MFCJ4510DW/MFCJ4710DW (1 200 PAG),136,1,Pza,VERDADERO
CIBRLC3017BK,TINTA BROTHER LC-3017BK NEGRA MFCJ5330DW/MFCJ6530DW/MFCJ6930DW (550 PAG),537,1,Pza,VERDADERO
CIBRLC3017C,TINTA BROTHER LC-3017C CYAN MFCJ5330DW/MFCJ6530DW/MFCJ6930DW (550 PAG),361,8,Pza,VERDADERO
CIBRLC3017M,TINTA BROTHER LC-3017M MAGENTA MFCJ5330DW/MFCJ6530DW/MFCJ6930DW (550 PAG),361,9,Pza,VERDADERO
CIBRLC3017Y,TINTA BROTHER LC3017Y AMARILLO MFCJ5330DW/MFCJ6530DW/MFCJ6930DW (550 PAG),361,9,Pza,VERDADERO
CIBRLC3019BK,TINTA BROTHER LC-3019BK NEGRA 3000PAG MFCJ5330DW/MFCJ6530DW/MFCJ6930DW,911,30,Pza,VERDADERO
CIBRLC3019C,TINTA BROTHER LC-3019C CYAN 1500PAG MFCJ5330DW/MFCJ6530DW/MFCJ6930DW,510,30,Pza,VERDADERO
CIBRLC3019M,TINTA BROTHER LC-3019M MAGENTA 1500PAG MFCJ5330DW MFCJ6530DW MFCJ6930DW,537,33,Pza,VERDADERO
CIBRLC3019Y,TINTA BROTHER LC-3019Y AMARILLO 1500PAG MFCJ5330DW MFCJ6530DW MFCJ6930DW,510,49,Pza,VERDADERO
CIBRLC402BK,TINTA BROTHER LC402BK NEGRA MFC-J5340DW / MFC-J6540DW / MFC-J6940DW (550 PAG),552,13,Pza,VERDADERO
CIBRLC402C,TINTA BROTHER LC402C CIAN MFC-J5340DW / MFC-J6540DW / MFC-J6940DW (550 PAG),460,12,Pza,VERDADERO
CIBRLC402M,TINTA BROTHER LC402M MAGENTA MFC-J5340DW / MFC-J6540DW / MFC-J6940DW (550 PAG),460,12,Pza,VERDADERO
CIBRLC402XLBK,TINTA BROTHER LC402XLBK NEGRA MFC-J5340DW / MFC-J6540DW / MFC-J6940DW (3000 PAG),1105,26,Pza,VERDADERO
CIBRLC402XLC,TINTA BROTHER LC402XLC CIAN MFC-J5340DW / MFC-J6540DW / MFC-J6940DW (1500 PAG),734,3,Pza,VERDADERO
CIBRLC402XLM,TINTA BROTHER LC402XLM MAGENTA MFC-J5340DW / MFC-J6540DW / MFC-J6940DW (1500 PAG),734,15,Pza,VERDADERO
CIBRLC402XLY,TINTA BROTHER LC402XLY AMARILLO MFC-J5340DW / MFC-J6540DW / MFC-J6940DW (1500 PAG),734,7,Pza,VERDADERO
CIBRLC402Y,TINTA BROTHER LC402Y AMARILLO MFC-J5340DW / MFC-J6540DW / MFC-J6940DW (550 PAG),460,6,Pza,VERDADERO
CIBRLC505C,TINTA BROTHER LC505C CYAN DCPJ100/DCPJ105/MFCJ200 (1 300 PAG),203,1,Pza,VERDADERO
CIBRLC505M,TINTA BROTHER LC505M MAGENTA DCPJ100/DCPJ105/MFCJ200 (1 300 PAG),218,1,Pza,VERDADERO
CIBRLC505Y,TINTA BROTHER LC505Y AMARILLO DCPJ100/DCPJ105/MFCJ200 (1 300 PAG),204,3,Pza,VERDADERO
CIBRLC509BK,TINTA BROTHER LC509BK NEGRO DCPJ100/DCPJ105/MFCJ200 (2 400 PAG),211,16,Pza,VERDADERO
CIBRM231,CINTA BROTHER M231 NEGRO/BLANCO LABEL MAKER PT90 12MM,215,100,Pza,VERDADERO
CIBRODR1060,TAMBOR BROTHER DR1060 NEGRO HL1112 (10 000 PAG),1157,10,Pza,VERDADERO
CIBRODR420,TAMBOR BROTHER DR420 NEGRO LASERJET HL-2240D/HL2130/HL-2270DW/CDP7055 (12 000 PAG),1836,11,Pza,VERDADERO
CIBRODR630,TAMBOR BROTHER DR630 NEGRO LASERJET HL-2140/HLL2360DW/DCPL2540DW/MFCL2700DW (12 000 PAG),1700,91,Pza,VERDADERO
CIBRODR730,TAMBOR BROTHER DR730 NEGRO DCP-L2550DW/MFC-L2730DW/HL-L2350DW (12 000 PAG),2380,5,Pza,VERDADERO
CIBRODR820,TAMBOR BROTHER DR820 NEGRO (30 000 PAG),2788,2,Pza,VERDADERO
CIBRODRB022,TAMBOR BROTHER DRB022 NEGRO DCP B7535DW (12000 PAG),1020,60,Pza,VERDADERO
CIBROTN-360,TONER BROTHER TN360 NEGRO LASERJET HL-2140/217W/MFC7340/7440N/7840W/DCP7030/7040 (2 600 PAG ),1945,4,Pza,VERDADERO
CIBROTN-410,TONER BROTHER TN410 NEGRO LASERJET HL-2130/HL- 2135W/DCP-7055 (1 000 PAG),843,18,Pza,VERDADERO
CIBROTN-450,TONER BROTHER TN450 NEGRO LASERJET HL-2240/HL-2270DW (2 600 PAG),2196,38,Pza,VERDADERO
CIBROTN1060,TONER BROTHER TN1060 NEGRO LASERJET HL1112 (1 000 PAG),694,100,Pza,VERDADERO
CIBROTN15,TONER BROTHER TN15 NEGRO DCP-L2551DW (4 500 PAG),1754,24,Pza,VERDADERO
CIBROTN221BK,TONER BROTHER TN221BK NEGRO LASERJET DCP-9020/HL-3140/HL-3150 (2 500 PAG),1836,2,Pza,VERDADERO
CIBROTN221C,TONER BROTHER TN221C CYAN LASERJET DCP-9020/HL-3140/HL-3150 (1 400 PAG),1523,1,Pza,VERDADERO
CIBROTN221M,TONER BROTHER TN221M MAGENTA LASERJET DCP-9020 / HL-3140 / HL-3150 (1 400 PAG),1523,1,Pza,VERDADERO
CIBROTN221Y,TONER BROTHER TN221Y AMARILLO LASERJET DCP-9020/HL-3140/HL-3150 (1 400 PAG),1523,1,Pza,VERDADERO
CIBROTN223BK,TONER BROTHER TN223BK NEGRO GENUINE RENDIMIENTO ESTANDAR (1 400 PAG) HL-L3210CW HL-L3230CDW HL-L3270CDW HL-L3290CDW MFC-L3710CW MFC-L3750CDW MFC-L3770CDW,1428,19,Pza,VERDADERO
CIBROTN223C,TONER BROTHER TN223C CIAN GENUINE RENDIMIENTO ESTANDAR (1 300 PAG) HL-L3210CW HL-L3230CDW HL-L3270CDW HL-L3290CDW MFC-L3710CW MFC-L3750CDW MFC-L3770CDW,1537,7,Pza,VERDADERO
CIBROTN223M,TONER BROTHER TN223M MAGENTA GENUINE RENDIMIENTO ESTANDAR (1 300 PAG) HL-L3210CW HL-L3230CDW HL-L3270CDW HL-L3290CDW MFC-L3710CW MFC-L3750CDW MFC-L3770CDW,1537,12,Pza,VERDADERO
CIBROTN223Y,TONER BROTHER TN223Y AMARILLO GENUINE RENDIMIENTO ESTANDAR (1 300 PAG) HL-L3210CW HL-L3230CDW HL-L3270CDW HL-L3290CDW MFC-L3710CW MFC-L3750CDW MFC-L3770CDW,1537,5,Pza,VERDADERO
CIBROTN227BK,TONER BROTHER TN227BK NEGRO GENUINE ALTO RENDIMIENTO (3 000 PAG) HL-L3210CW HL-L3230CDW HL-L3270CDW HL-L3290CDW MFC-L3710CW MFC-L3750CDW MFC-L3770CDW,1961,6,Pza,VERDADERO
CIBROTN227C,TONER BROTHER TN227C CIAN GENUINE ALTO RENDIMIENTO (2 300 PAG)HL-L3210CW HL-L3230CDW HL-L3270CDW HL-L3290CDW MFC-L3710CW MFC-L3750CDW MFC-L3770CDW,2108,15,Pza,VERDADERO
CIBROTN227M,TONER BROTHER TN227M MAGENTA GENUINE ALTO RENDIMIENTO (2 300 PAG)HL-L3210CW HL-L3230CDW HL-L3270CDW HL-L3290CDW MFC-L3710CW MFC-L3750CDW MFC-L3770CDW,2108,12,Pza,VERDADERO
CIBROTN227Y,TONER BROTHER TN227Y AMARILLA GENUINE ALTO RENDIMIENTO (2 300 PAG) HL-L3210CW HL-L3230CDW HL-L3270CDW HL-L3290CDW MFC-L3710CW MFC-L3750CDW MFC-L3770CDW,2108,13,Pza,VERDADERO
CIBROTN330,TONER BROTHER TN330 NEGRO LASERJET HL-2140/HL-2170DW (1 500 PAG),1306,3,Pza,VERDADERO
CIBROTN420,TONER BROTHER TN420 NEGRO LASERJET HL-2240/HL-2270DW (1 200 PAG),1324,9,Pza,VERDADERO
CIBROTN436C,TONER BROTHER TN436C CIAN HLL9310CDW/MFCL8900CDW/MFCL9570CDW (6 500 PAG),3469,2,Pza,VERDADERO
CIBROTN436M,TONER BROTHER TN436M MAGENTA HLL9310CDW/MFCL8900CDW/MFCL9570CDW (6 500 PAG),3578,1,Pza,VERDADERO
CIBROTN436Y,TONER BROTHER TN436Y AMARILLO HLL9310CDW/MFCL8900CDW/MFCL9570CDW (6 500 PAG),3456,1,Pza,VERDADERO
CIBROTN630,TONER BROTHER TN630 NEGRO LASERJET HL-2140/HL2360DW/DCPL2540DW/MFCL2700DW/MFCL2720DW (1 200 PAG ),938,15,Pza,VERDADERO
CIBROTN660,TONER BROTHER TN660 NEGRO LASERJET HL2360DW/DCPL2540DW/MFCL2700DW/MFCL2720DW (2 600 PAG ),1074,100,Pza,VERDADERO
CIBROTN820,TONER BROTHER TN820 NEGRO LASERJET HL5100DN/HLL6200DW (3 000 PAG),1548,28,Pza,VERDADERO
CIBROTN850,TONER BROTHER TN850 NEGRO LASERJET HL5100DN/HL6200DW (8 000 PAG),2203,44,Pza,VERDADERO
CIBROTNB022,TONER BROTHER TNB022 NEGRO DCP B7535DW (2600 PAG),503,99,Pza,VERDADERO
CIBRTN720,TONER BROTHER TN720 NEGRO LASERJET HL-5450DN (3 900 PAG),1784,5,Pza,VERDADERO
CIBRTZ131,CINTA BROTHER TZE131 NEGRO-TRANSPARENTE PRINT TOUCH PT300/310B/330/530/9800PCN 12MM,367,1,Pza,VERDADERO
CIBRTZ141,CINTA BROTHER TZE141 NEGRO-TRANSPARENTE PRINT TOUCH PT300/310B/330/530 18MM,412,4,Pza,VERDADERO
CIBRTZ221,CINTA BROTHER TZE221 NEGRO-BLANCO PRINT TOUCH PT300/310B/330/530 9MM,428,20,Pza,VERDADERO
CIBRTZ231,CINTA BROTHER TZe231 NEGRO-BLANCO PRINT TOUCH PT300/310B/330/530 12MM,340,100,Pza,VERDADERO
CIBRTZ241,CINTA BROTHER TZe241 NEGRO-BLANCO PRINT TOUCH PT300/310B/330/530 18MM,435,100,Pza,VERDADERO
CIBRTZ251,CINTA BROTHER TZe251 NEGRO-BLANCO PRINT TOUCH PT300/310B/330/530 24MM,578,70,Pza,VERDADERO
CIBRTZ261,CINTA BROTHER TZe261 NEGRO-BLANCO PRINT TOUCH PT300/310B/330/530 36MM,816,22,Pza,VERDADERO
CIBRTZ641,CINTA BROTHER TZE641 NEGRO-AMARILLO PRINT TOUCH PT-300/PT-300B/PT-310/PT-310B 18MM,537,4,Pza,VERDADERO
CICAN047,TONER CANON 047 2164C001AA NEGRO Image Class LBP113w/MF113w ( 1600 PAG),1792,4,Pza,VERDADERO
CICAN051BK,TONER CANON 051 2168C001AA NEGRO MF269dw/LBP162dw/MF267dw/MF264dw ( 1700 PAG),1387,19,Pza,VERDADERO
CICAN054C,TONER CANON 054 3023C001AA CIAN IMAGECLASS LBP622Cdw / MF644Cdw( 1200 PAG),2094,5,Pza,VERDADERO
CICAN054M,TONER CANON 054 3022C001AA MAGENTA IMAGECLASS LBP622Cdw / MF644Cdw( 1200 PAG),2094,7,Pza,VERDADERO
CICAN054Y,TONER CANON 054 3021C001AA AMARILLO IMAGECLASS LBP622Cdw / MF644Cdw( 1200 PAG),2094,4,Pza,VERDADERO
CICAN0692C005AA,CABEZAL CANON 0692C005AA KIT TINTA NEGRA Y COLOR,1569,35,Pza,VERDADERO
CICAN119,TONER CANON 119 3479B001AA NEGRO MF5950DW (2 100 PAG),1972,10,Pza,VERDADERO
CICAN120,TONER CANON 120 2617B001AA NEGRO D1120/D1150/D1170/D1180 ( 5 000 PAG),3019,11,Pza,VERDADERO
CICAN121BK,TONER CANON 121 3252C001AA NEGRO D1620 (5 000 PAG),3046,15,Pza,VERDADERO
CICAN128,TONER CANON 128 3500B001AA NEGRO MF4450/MF4570DN (2 100 PAG),1734,5,Pza,VERDADERO
CICAN137,TONER CANON 137 9435B001AA IMAGECLASS MF210/220 NEGRO (2 400 PAG),1939,6,Pza,VERDADERO
CICANCL-211XL,TINTA CANON CL-211XL 2975B017AA COLOR PIXMA 2702/MP240/MP250/MP270/MP230 (360 PAG),925,2,Pza,VERDADERO
CICANCLI-151C,TINTA CANON CLI-151C 6529B001AA CYAN IP7210/MG5410/G5510/G6410/G7110/MG6310 (300 PAG),394,3,Pza,VERDADERO
CICANCLI-151M,TINTA CANON CLI-151M MAGENTA 6530B001AA IP7210/MG5410/G5510/G6410/G7110/MG6310 (300 PAG),448,1,Pza,VERDADERO
CICANGI-10BK,TINTA CANON GI-10BK 3382C001AA NEGRO BOTE PIXMA G6010 / G5010 / GM2010 ( 8 300 PAG),341,11,Pza,VERDADERO
CICANGI-10C,TINTA CANON GI-10C 3391C001AA CYAN BOTE PIXMA G6010 / G5010 / GM2010 ( 7 700 PAG),313,7,Pza,VERDADERO
CICANGI-10M,TINTA CANON GI-10M 3392C001AA MAGENTA BOTE PIXMA G6010 / G5010 / GM2010 ( 7 700 PAG),279,14,Pza,VERDADERO
CICANGI-10Y,TINTA CANON GI-10Y 3393C001AA AMARILLO BOTE PIXMA G6010 / G5010 / GM2010 ( 7 700 PAG),313,6,Pza,VERDADERO
CICANGI-11C,TINTA CANON GI-11C 4534C001AA CIAN BOTE PIXMA G3160 / G2160 (7700 PAG),303,4,Pza,VERDADERO
CICANGI-11M,TINTA CANON GI-11M 4535C001AA MAGENTA BOTE PIXMA G3160 / G2160 (7700 PAG),309,6,Pza,VERDADERO
CICANGI-11Y,TINTA CANON GI-11Y 4536C001AA AMARILLO BOTE PIXMA G3160 / G2160 (7700 PAG),303,3,Pza,VERDADERO
CICANGI-16BK,TINTA CANON GI-16BK 4408C001AA NEGRO BOTE PIXMA GX7010 70 ML,918,4,Pza,VERDADERO
CICANGI-16M,TINTA CANON GI-16M 4419C001AA MAGENTA BOTE PIXMA GX7010 70 ML,709,18,Pza,VERDADERO
CICANGI-16Y,TINTA CANON GI-16Y 4420C001AA AMARILLO BOTE PIXMA GX7010 70 ML,709,9,Pza,VERDADERO
CICANGI-190BK,TINTA CANON GI-190 0667C001AA NEGRO BOTE PIXMA G1100/G2100/G3100 (6 000 PAG),271,69,Pza,VERDADERO
CICANGI-190C,TINTA CANON GI-190 C 0668C001AA CYAN BOTE PIXMA G1100/G2100/G3100 (6 000 PAG),271,52,Pza,VERDADERO
CICANGI-190M,TINTA CANON GI-190 M 0669C001AA MAGENTA BOTE PIXMA G1100/G2100/G3100 (6 000 PAG),271,54,Pza,VERDADERO
CICANGI-190Y,TINTA CANON GI-190 Y 0670C001AB AMARILLO BOTE PIXMA G1100/G2100/G3100 (6 000 PAG),288,53,Pza,VERDADERO
CICANPFI-107C,TINTA CANON PFI-107C 6706B001AA CYAN 130ML,1768,1,Pza,VERDADERO
CICANPFI-107M,TINTA CANON PFI-107M 6707B001AA MAGENTA 130ML,1880,1,Pza,VERDADERO
CICANPFI-107MBK,TINTA CANON PFI-107MBK NEGRO MATE 6704B001AA IPF 670/770 130ML,1781,2,Pza,VERDADERO
CICANPFI-107Y,TINTA CANON PFI-107Y AMARILLO 6708B001AA 130ML,1880,1,Pza,VERDADERO
CICANPG-140XXLBK,TINTA CANON PG-140XXL BK 5198B001AB NEGRO PIXMAMG 4110/MG3110/MG 2110 (600 PAG),1273,18,Pza,VERDADERO
CICANPG-145XL,TINTA CANON PG-145 XL BK 8274B001AA NEGRO PIXMA MG2410 ( 300 PAG),683,42,Pza,VERDADERO
CICANPG-210BK,TINTA CANON PG-210 BK 2974B017AA NEGRO PIXMA 2702/MP230/MP240/MP250/MP270 (250 PAG),619,9,Pza,VERDADERO
CICANPG-210XLBK,TINTA CANON PG-210 XL BK 2973B017AA NEGRO PIXMA 2702/MP2308/MP240/MP250/MP270 (400 PAG),764,3,Pza,VERDADERO
CICANPGI-1100M,TINTA CANON PGI-1100M 9245B001AA MAGENTA MAXIFY MB2010 (300PAG),394,3,Pza,VERDADERO
CICANPGI-1100Y,TINTA CANON PGI-1100Y 9246B001AA AMARILLO MAXIFY MB2010 (300 PAG),394,2,Pza,VERDADERO
CICANPGI-150XLBK,TINTA CANON PGI-150XL BK 6435B001AA NEGRO IP7210/MG5410/G5510/G6410/G7110/MG6310 (500 PAG),612,5,Pza,VERDADERO
CICANPGI-2100M,TINTA CANON PGI-2100M 9317B001AA MAGENTA 9.6ML (600 PAG),617,1,Pza,VERDADERO
CICANPGI-2100XLBK,TINTA CANON PGI-2100XLBK 9259B001AA NEGRO ALTO RENDIMIENTO 70.9ML (2 500 PAG),1276,2,Pza,VERDADERO
CICANPGI-2100Y,TINTA CANON PGI-2100Y 9318B001AA AMARILLO 9.6ML (720 PAG),617,3,Pza,VERDADERO
CIDATADP080,CINTA DATAPAC EPSON ERC 30 NCR2010 NEGRO,46,100,Pza,VERDADERO
CIDATADP092,CINTA DATAPAC NEGRO EPSON TM290II NCR 5100,56,57,Pza,VERDADERO
CIEPS015329,CINTA EPSON S015329 NEGRO FX890 7.5K,202,52,Pza,VERDADERO
CIEPS015335,CINTA EPSON S015335 NEGRO FX2190/LQ2090 8 A 12K,789,10,Pza,VERDADERO
CIEPS015631,CINTA EPSON S015631 NEGRO LX350/LX300/LX300,145,16,Pza,VERDADERO
CIEPSC33S020582,TINTA EPSON SJIC22P MAGENTA COLORWORKS C3500,597,1,Pza,VERDADERO
CIEPSERC-27B,CINTA EPSON ERC-27B NEGRO CTM-290/M290/ TM290/TM290II/TM295,66,7,Pza,VERDADERO
CIEPSERC-31B,CINTA EPSON ERC-31B NEGRO M-930/TM930II/TM-U950,101,2,Pza,VERDADERO
CIEPSERC-32B,CINTA EPSON ERC-32B NEGRO M820/M825/M 935/TM-H6000II/TM-U675,73,2,Pza,VERDADERO
CIEPSERC-38B,CINTA EPSON ERC-38B NEGRO TMU200D/TM300/TMU370/TMU375/TM-U375,51,5,Pza,VERDADERO
CIEPT073220,TINTA EPSON 73 T073220-AL CYAN STYLUS CX5600/CX5900/CX8300/T20/T30/TX100 (370 PAG),305,1,Pza,VERDADERO
CIEPT073420,TINTA EPSON 73 T073420-AL AMARILLO STYLUS CX5600/CX5900/CX8300/T20/T30/TX100 (370 PAG),285,1,Pza,VERDADERO
CIEPT133120AL,TINTA EPSON 133 T133120-AL NEGRO STYLUS C Y TX235W/TX320F/TX430W/TX420C (265 PAG),385,4,Pza,VERDADERO
CIEPT195120-AL,TINTA EPSON 195 T195120-AL NEGRO XP-101 C11CC04203/XP-211 (130 PAG),226,2,Pza,VERDADERO
CIEPT195220-AL,TINTA EPSON 195 T195220-AL CYAN XP-10 C11CC04203/XP-211 (210 PAG),330,1,Pza,VERDADERO
CIEPT195320-AL,TINTA EPSON 195 T195320-AL MAGENTA XP-101C11CC04203XP-211 (210 PAG),317,3,Pza,VERDADERO
CIEPT196120AL,TINTA EPSON 196 T196120-AL NEGRO XP401/411/WF2532 (175 PAG),263,2,Pza,VERDADERO
CIEPT196220AL,TINTA EPSON 196 T196220-AL CYAN XP101/201/211/401/411/WF2532 (290 PAG),353,1,Pza,VERDADERO
CIEPT196320AL,TINTA EPSON 196 T196320-AL MAGENTA XP101/201/211/401/411/WF2532 (290 PAG),353,1,Pza,VERDADERO
CIEPT196420AL,TINTA EPSON 196 T196420-AL AMARILLO XP101/201/211/401/411/WF2532 (290 PAG),353,1,Pza,VERDADERO
CIEPT206220AL,TINTA EPSON 206 T206220-AL CIAN XP-2101,266,1,Pza,VERDADERO
CIEPT296220AL,TINTA EPSON 296 T296220-AL CYAN XP231/XP431 (250 PAG),303,4,Pza,VERDADERO
CIEPT296420AL,TINTA EPSON 296 T296420-AL AMARILLO XP231/XP431 (250 PAG),303,4,Pza,VERDADERO
CIEPT297120AL,TINTA EPSON 297 T297120AL NEGRO XP231/XP431 ALTO RENDIMIENTO (300 PAG),385,2,Pza,VERDADERO
CIEPT504120AL,TINTA EPSON 504 T504120-AL NEGRO BOTE ECOTANK L4150/L4160/L6161/L6171/L6191 127ML (7 500PAG),227,100,Pza,VERDADERO
CIEPT504220AL,TINTA EPSON 504 T504220-AL CYAN BOTE ECOTANK L4150/L4160/L6161/L6171/L6191 70ML (6 000 PAG),180,74,Pza,VERDADERO
CIEPT504320AL,TINTA EPSON 504 T504320-AL MAGENTA BOTE ECOTANK L4150/L4160/L6161/L6171/L6191 70ML (6 000 PAG),180,76,Pza,VERDADERO
CIEPT504420AL,TINTA EPSON 504 T504420-AL AMARILLO BOTE ECOTANK L4150/L4160/L6161/L6171/L6191 70ML (6 000 PAG),180,56,Pza,VERDADERO
CIEPT544120AL,TINTA EPSON 544 T544120-AL NEGRO BOTE ECOTANK L3110/L3150/L1110/L5190 (4 500 PAG),174,100,Pza,VERDADERO
CIEPT544220AL,TINTA EPSON 544 T544220-AL CIAN BOTE ECOTANK L3110/L3150/L1110/L5190 (7 500 PAG),174,100,Pza,VERDADERO
CIEPT544320AL,TINTA EPSON 544 T544320-AL MAGENTA BOTE ECOTANK L3110/L3150/L1110/L5190 (7 500 PAG),174,100,Pza,VERDADERO
CIEPT544420AL,TINTA EPSON 544 T544420-AL AMARILLO BOTE ECOTANK L3110/L3150/L1110/L5190 (7 500 PAG),174,100,Pza,VERDADERO
CIEPT555120AL,TINTA EPSON 555 T555120-AL NEGRO DYE BOTE ECOTANK L8180 / L8160 ( 70 ML ),410,8,Pza,VERDADERO
CIEPT555220AL,TINTA EPSON 555 T555220-AL CIAN BOTE ECOTANK L8180 / L8160 ( 70 ML ),410,3,Pza,VERDADERO
CIEPT555320AL,TINTA EPSON 555 T555320-AL MAGENTA BOTE ECOTANK L8180 / L8160 ( 70 ML ),410,5,Pza,VERDADERO
CIEPT555420AL,TINTA EPSON 555 T555420-AL AMARILLO BOTE ECOTANK L8180 / L8160 ( 70 ML ),410,4,Pza,VERDADERO
CIEPT555520AL,TINTA EPSON 555 T555520-AL GRIS BOTE ECOTANK L8180 / L8160 ( 70 ML ),410,3,Pza,VERDADERO
CIEPT664120AL,TINTA EPSON 664 T664120-AL NEGRO BOTE INKJET ECOTANK (4 000 PAG),165,100,Pza,VERDADERO
CIEPT664220AL,TINTA EPSON 664 T664220-AL CYAN BOTE INKJET ECOTANK (6 500 PAG),165,100,Pza,VERDADERO
CIEPT664320AL,TINTA EPSON 664 T664320-AL MAGENTA BOTE INKJET ECOTANK (6 500 PAG),165,100,Pza,VERDADERO
CIEPT664420AL,TINTA EPSON 664 T664420-AL AMARILLO BOTE INKJET ECOTANK (6 500 PAG),165,100,Pza,VERDADERO
CIEPT673120AL,TINTA EPSON 673 T673120-AL NEGRO BOTE INKJET L805/L810/L800/L850/L1800 70ML,222,1,Pza,VERDADERO
CIEPT673220AL,TINTA EPSON 673 T673220-AL CYAN BOTE INKJET L805/L810/L800/L850/L1800 70ML,242,11,Pza,VERDADERO
CIEPT673320AL,TINTA EPSON 673 T673320-AL MAGENTA BOTE INKJET L805/L810/L800/L850/L1800 70ML,242,5,Pza,VERDADERO
CIEPT673420AL,TINTA EPSON 673 T673420-AL AMARILLO BOTE INKJET L805/L810/L800/L850/L1800 70ML,242,8,Pza,VERDADERO
CIEPT673520AL,TINTA EPSON 673 T673520-AL CYAN LIGHT BOTE INKJET L805/L810/L800/L850/L1800 70ML,242,13,Pza,VERDADERO
CIEPT774120,TINTA EPSON 774 T774120-AL NEGRO BOTE M205/M105 (6 000 PAG),399,35,Pza,VERDADERO
CIEPTC13S020447,TINTA EPSON C13S020447 CYAN DISC PRODUCER PP-100 (1 000 DISCOS),1108,3,Pza,VERDADERO
CIEPTC13S020448,TINTA EPSON C13S020448 CYAN LIGHT DISC PRODUCER PP-100 (1 000 DISCOS),1108,2,Pza,VERDADERO
CIEPTC13S020449,TINTA EPSON C13S020449 MAGENTA LIGHT DISC PRODUCER PP-100 (1 000 DISCOS),1108,2,Pza,VERDADERO
CIEPTC13S020450,TINTA EPSON C13S020450 MAGENTA DISC PRODUCER PP-100 (1 000 DISCOS),1108,1,Pza,VERDADERO
CIEPTC13S020451,TINTA EPSON C13S020451 AMARILLO DISC PRODUCER PP-100 (1 000 DISCOS),1108,1,Pza,VERDADERO
CIEPTC13S020452,TINTA EPSON C13S020452 NEGRO DISC PRODUCER PP-100 (1 000 DISCOS),1108,1,Pza,VERDADERO
